id,answer
796,186
797,186
798,179
799,182
800,169
801,168
802,175
803,171
804,160
805,172
806,180
807,152
808,175
809,170
810,171
811,182
812,151
813,184
814,170
815,184
816,160
817,186
818,182
819,186
820,153
821,158
822,171
823,170
824,153
825,183
826,150
827,167
828,162
829,174
830,154
831,174
832,182
833,168
834,177
835,186
836,182
837,150
838,165
839,187
840,153
841,165
842,176
843,163
844,150
845,174
846,170
847,179
848,180
849,171
850,174
851,159
852,187
853,161
854,170
855,183
856,180
857,156
858,162
859,150
860,178
861,151
862,164
863,178
864,171
865,151
866,153
867,170
868,162
869,186
870,179
871,167
872,167
873,179
874,155
875,170
876,159
877,188
878,163
879,150
880,170
881,170
882,151
883,175
884,160
885,151
886,168
887,155
888,168
889,173
890,178
891,180
892,156
893,171
894,164
895,159
896,159
897,159
898,172
899,170
900,175
901,154
902,173
903,177
904,187
905,154
906,172
907,168
908,187
909,163
910,169
911,156
912,151
913,163
914,158
915,152
916,164
917,166
918,183
919,175
920,154
921,181
922,181
923,180
924,188
925,168
926,175
927,185
928,178
929,153
930,161
931,171
932,175
933,174
934,171
935,162
936,155
937,158
938,188
939,188
940,182
941,167
942,162
943,153
944,172
945,182
946,151
947,175
948,179
949,183
950,160
951,187
952,183
953,150
954,168
955,172
956,181
957,160
958,155
959,160
960,186
961,156
962,165
963,186
964,153
965,171
966,155
967,168
968,183
969,173
970,150
971,173
972,168
973,166
974,163
975,151
976,174
977,171
978,159
979,173
980,172
981,168
982,162
983,155
984,160
985,179
986,184
987,167
988,162
989,173
990,156
991,168
992,165
993,186
994,155
995,183
996,179
997,169
998,156
999,177
1000,152
1001,176
1002,160
1003,185
1004,169
1005,175
1006,163
1007,173
1008,164
1009,160
1010,168
1011,165
1012,181
1013,177
1014,176
1015,153
1016,180
1017,162
1018,154
1019,157
1020,153
1021,151
1022,155
1023,157
1024,187
1025,153
1026,184
1027,188
1028,173
1029,186
1030,161
1031,172
1032,154
1033,184
1034,178
1035,184
1036,178
1037,153
1038,173
1039,157
1040,160
1041,177
1042,169
1043,187
1044,174
1045,154
1046,156
1047,176
1048,188
1049,171
1050,159
1051,163
1052,153
1053,163
1054,184
1055,169
1056,170
1057,151
1058,161
1059,165
1060,157
1061,186
1062,154
1063,186
1064,174
1065,178
1066,185
1067,163
1068,151
1069,180
1070,170
1071,185
1072,152
1073,168
1074,174
1075,181
1076,186
1077,162
1078,153
1079,186
1080,171
1081,164
1082,171
1083,151
1084,171
1085,152
1086,169
1087,157
1088,175
1089,188
1090,178
1091,183
1092,175
1093,165
1094,167
1095,150
1096,181
1097,188
1098,162
1099,159
1100,187
1101,165
1102,178
1103,161
1104,178
1105,168
1106,188
1107,155
1108,185
1109,180
1110,181
1111,185
1112,172
1113,170
1114,154
1115,175
1116,179
1117,154
1118,177
1119,156
1120,181
1121,182
1122,158
1123,178
1124,156
1125,167
1126,181
1127,166
1128,151
1129,185
1130,171
1131,171
1132,178
1133,177
1134,162
1135,154
1136,171
1137,183
1138,154
1139,155
1140,188
1141,163
1142,184
1143,176
1144,168
1145,154
1146,186
1147,154
1148,184
1149,165
1150,174
1151,174
1152,187
1153,175
1154,164
1155,184
1156,159
1157,183
1158,151
1159,153
1160,154
1161,154
1162,162
1163,155
1164,151
1165,175
1166,155
1167,170
1168,154
1169,157
1170,184
1171,178
1172,153
1173,155
1174,188
1175,173
1176,185
1177,174
1178,155
1179,173
1180,155
1181,174
1182,152
1183,167
1184,165
1185,187
1186,188
1187,169
1188,167
1189,174
1190,162
1191,174
1192,160
1193,157
1194,151
1195,164
1196,158
1197,185
1198,160
1199,181
1200,186
1201,158
1202,172
1203,174
1204,158
1205,180
1206,152
1207,181
1208,159
1209,175
1210,165
1211,181
1212,180
1213,164
1214,171
1215,188
1216,174
1217,163
1218,153
1219,169
1220,187
1221,174
1222,181
1223,163
1224,170
1225,185
1226,167
1227,169
1228,163
1229,163
1230,186
1231,150
1232,180
1233,182
1234,168
1235,185
1236,182
1237,157
1238,152
1239,177
1240,183
1241,180
1242,152
1243,181
1244,165
1245,174
1246,169
1247,161
1248,159
1249,180
1250,151
1251,162
1252,178
1253,165
1254,157
1255,168
1256,163
1257,161
1258,167
1259,172
1260,181
1261,182
1262,150
1263,164
1264,173
1265,151
1266,159
1267,175
1268,151
1269,160
1270,157
1271,165
1272,180
1273,164
1274,172
1275,184
1276,174
1277,152
1278,186
1279,164
1280,163
1281,178
1282,159
1283,171
1284,160
1285,188
1286,158
1287,168
1288,172
1289,170
1290,154
1291,184
1292,150
1293,171
1294,167
1295,173
1296,185
1297,186
1298,154
1299,172
1300,159
1301,152
1302,171
1303,156
1304,172
1305,188
1306,162
1307,158
1308,182
1309,176
1310,171
1311,170
1312,150
1313,174
1314,175
1315,173
1316,159
1317,178
1318,175
1319,160
1320,172
1321,184
1322,164
1323,152
1324,187
1325,153
1326,158
1327,175
1328,185
1329,168
1330,163
1331,161
1332,169
1333,180
1334,164
1335,157
1336,182
1337,178
1338,165
1339,174
1340,154
1341,161
1342,172
1343,172
1344,164
1345,167
1346,155
1347,151
1348,173
1349,177
1350,170
1351,154
1352,178
1353,154
1354,172
1355,150
1356,164
1357,173
1358,179
1359,170
1360,177
1361,164
1362,152
1363,154
1364,170
1365,157
1366,153
1367,160
1368,173
1369,169
1370,158
1371,158
1372,187
1373,181
1374,183
1375,158
1376,186
1377,167
1378,161
1379,183
1380,175
1381,156
1382,154
1383,155
1384,186
1385,174
1386,160
1387,160
1388,185
1389,171
1390,180
1391,174
1392,155
1393,165
1394,153
1395,188
1396,164
1397,182
1398,150
1399,170
1400,172
1401,186
1402,185
1403,166
1404,154
1405,178
1406,152
1407,178
1408,174
1409,181
1410,187
1411,167
1412,167
1413,164
1414,162
1415,171
1416,187
1417,174
1418,166
1419,180
1420,174
1421,168
1422,174
1423,151
1424,178
1425,187
1426,169
1427,188
1428,156
1429,158
1430,156
1431,180
1432,159
1433,167
1434,165
1435,165
1436,150
1437,165
1438,154
1439,187
1440,159
1441,159
1442,176
1443,170
1444,159
1445,164
1446,186
1447,163
1448,180
1449,155
1450,166
1451,158
1452,151
1453,152
1454,161
1455,160
1456,170
1457,152
1458,161
1459,188
1460,182
1461,166
1462,173
1463,160
1464,153
1465,165
1466,153
1467,159
1468,180
1469,169
1470,165
1471,151
1472,182
1473,188
1474,157
1475,169
1476,177
1477,167
1478,170
1479,172
1480,173
1481,158
1482,178
1483,169
1484,154
1485,167
1486,153
1487,155
1488,170
1489,179
1490,179
1491,185
1492,185
1493,165
1494,182
1495,185
1496,152
1497,158
1498,161
1499,188
1500,178
1501,163
1502,188
1503,154
1504,172
1505,155
1506,170
1507,182
1508,152
1509,168
1510,165
1511,171
1512,169
1513,188
1514,150
1515,182
1516,172
1517,172
1518,169
1519,160
1520,173
1521,153
1522,172
1523,186
1524,176
1525,187
1526,177
1527,187
1528,153
1529,172
1530,174
1531,170
1532,176
1533,156
1534,188
1535,182
1536,188
1537,164
1538,177
1539,158
1540,159
1541,187
1542,153
1543,176
1544,175
1545,151
1546,160
1547,153
1548,163
1549,151
1550,167
1551,182
1552,169
1553,165
1554,184
1555,156
1556,173
1557,156
1558,171
1559,179
1560,171
1561,153
1562,163
1563,178
1564,184
1565,154
1566,152
1567,161
1568,151
1569,179
1570,179
1571,174
1572,181
1573,150
1574,156
1575,179
1576,156
1577,183
1578,185
1579,186
1580,168
1581,166
1582,185
1583,160
1584,157
1585,155
1586,159
1587,188
1588,165
1589,177
1590,165
1591,160
1592,171
1593,177
1594,161
1595,171
1596,170
1597,158
1598,174
1599,164
1600,163
1601,150
1602,150
1603,158
1604,174
1605,157
1606,157
1607,170
1608,154
1609,184
1610,152
1611,171
1612,188
1613,175
1614,155
1615,187
1616,159
1617,172
1618,172
1619,170
1620,163
1621,182
1622,188
1623,178
1624,158
1625,151
1626,154
1627,175
1628,152
1629,151
1630,182
1631,181
1632,155
1633,161
1634,168
1635,163
1636,168
1637,156
1638,160
1639,182
1640,152
1641,181
1642,154
1643,175
1644,168
1645,184
1646,162
1647,157
1648,178
1649,188
1650,156
1651,155
1652,154
1653,160
1654,165
1655,170
1656,182
1657,177
1658,180
1659,186
1660,185
1661,165
1662,181
1663,178
1664,181
1665,180
1666,157
1667,168
1668,151
1669,161
1670,182
1671,175
1672,154
1673,151
1674,151
1675,172
1676,182
1677,170
1678,161
1679,169
1680,182
1681,179
1682,180
1683,154
1684,183
1685,188
1686,173
1687,158
1688,158
1689,187
1690,167
1691,182
1692,172
1693,156
1694,157
1695,153
1696,160
1697,161
1698,158
1699,153
1700,182
1701,182
1702,157
1703,170
1704,163
1705,175
1706,172
1707,188
1708,175
1709,184
1710,180
1711,183
1712,160
1713,171
1714,168
1715,151
1716,173
1717,182
1718,177
1719,188
1720,160
1721,157
1722,151
1723,185
1724,180
1725,178
1726,166
1727,165
1728,179
1729,157
1730,173
1731,179
1732,180
1733,185
1734,168
1735,150
1736,172
1737,161
1738,158
1739,161
1740,186
1741,164
1742,179
1743,187
1744,170
1745,161
1746,155
1747,181
1748,173
1749,176
1750,156
1751,172
1752,161
1753,170
1754,183
1755,150
1756,185
1757,165
1758,187
1759,181
1760,186
1761,154
1762,175
1763,185
1764,154
1765,169
1766,161
1767,183
1768,173
1769,167
1770,188
1771,153
1772,167
1773,165
1774,179
1775,177
1776,183
1777,183
1778,187
1779,152
1780,182
1781,185
1782,161
1783,172
1784,165
1785,178
1786,156
1787,185
1788,169
1789,178
1790,172
1791,172
1792,184
1793,162
1794,173
1795,155
1796,178
1797,169
1798,177
1799,171
1800,166
1801,160
1802,188
1803,182
1804,176
1805,162
1806,169
1807,162
1808,157
1809,162
1810,188
1811,173
1812,183
1813,187
1814,186
1815,181
1816,188
1817,165
1818,150
1819,181
1820,171
1821,159
1822,171
1823,171
1824,187
1825,173
1826,171
1827,153
1828,180
1829,170
1830,157
1831,161
1832,183
1833,156
1834,174
1835,173
1836,154
1837,152
1838,186
1839,188
1840,171
1841,154
1842,165
1843,167
1844,184
1845,157
1846,180
1847,150
1848,159
1849,150
1850,159
1851,172
1852,154
1853,180
1854,158
1855,168
1856,167
1857,163
1858,186
1859,184
1860,185
1861,153
1862,179
1863,153
1864,180
1865,188
1866,188
1867,174
1868,156
1869,168
1870,167
1871,170
1872,169
1873,178
1874,176
1875,181
1876,161
1877,173
1878,157
1879,166
1880,180
1881,158
1882,177
1883,187
1884,181
1885,186
1886,167
1887,186
1888,165
1889,150
1890,157
1891,172
1892,153
1893,181
1894,154
1895,188
1896,158
1897,171
1898,174
1899,156
1900,153
1901,187
1902,155
1903,170
1904,184
1905,166
1906,155
1907,154
1908,153
1909,184
1910,180
1911,185
1912,188
1913,171
1914,172
1915,172
1916,161
1917,170
1918,153
1919,160
1920,160
1921,185
1922,185
1923,181
1924,184
1925,171
1926,183
1927,178
1928,170
1929,152
1930,165
1931,168
1932,155
1933,166
1934,169
1935,160
1936,151
1937,184
1938,151
1939,184
1940,156
1941,163
1942,177
1943,172
1944,167
1945,160
1946,182
1947,163
1948,151
1949,162
1950,158
1951,182
1952,178
1953,177
1954,187
1955,172
1956,185
1957,150
1958,171
1959,180
1960,171
1961,173
1962,163
1963,185
1964,167
1965,170
1966,157
1967,171
1968,187
1969,171
1970,156
1971,169
1972,172
1973,151
1974,188
1975,172
1976,176
1977,158
1978,180
1979,152
1980,185
1981,178
1982,157
1983,188
1984,168
1985,162
1986,157
1987,165
1988,182
1989,158
1990,161
1991,181
1992,162
1993,184
1994,168
1995,162
1996,186
1997,174
1998,160
1999,168
2000,150
2001,162
2002,174
2003,183
2004,166
2005,155
2006,170
2007,159
2008,183
2009,181
2010,176
2011,185
2012,154
2013,188
2014,187
2015,179
2016,164
2017,162
2018,154
2019,157
2020,179
2021,157
2022,156
2023,159
2024,153
2025,168
2026,156
2027,184
2028,183
2029,178
2030,182
2031,171
2032,184
2033,157
2034,170
2035,170
2036,178
2037,187
2038,159
2039,156
2040,154
2041,177
2042,171
2043,187
2044,150
2045,177
2046,171
2047,175
2048,160
2049,171
2050,174
2051,165
2052,157
2053,185
2054,155
2055,188
2056,183
2057,182
2058,170
2059,185
2060,171
2061,173
2062,154
2063,169
2064,164
2065,153
2066,172
2067,155
2068,154
2069,183
2070,162
2071,175
2072,184
2073,163
2074,185
2075,171
2076,168
2077,180
2078,178
2079,174
2080,173
2081,150
2082,150
2083,167
2084,164
2085,160
2086,154
2087,180
2088,163
2089,180
2090,165
2091,170
2092,160
2093,153
2094,155
2095,151
2096,165
2097,176
2098,180
2099,174
2100,165
2101,181
2102,160
2103,151
2104,184
2105,188
2106,185
2107,184
2108,150
2109,174
2110,179
2111,166
2112,161
2113,165
2114,172
2115,181
2116,182
2117,159
2118,180
2119,154
2120,165
2121,174
2122,181
2123,158
2124,160
2125,184
2126,162
2127,159
2128,157
2129,161
2130,170
2131,166
2132,156
2133,176
2134,153
2135,175
2136,170
2137,178
2138,163
2139,188
2140,186
2141,167
2142,188
2143,166
2144,181
2145,188
2146,165
2147,178
2148,168
2149,153
2150,154
2151,181
2152,161
2153,159
2154,151
2155,165
2156,180
2157,179
2158,167
2159,156
2160,180
2161,160
2162,171
2163,165
2164,184
2165,173
2166,164
2167,179
2168,170
2169,188
2170,175
2171,150
2172,154
2173,168
2174,182
2175,185
2176,180
2177,161
2178,165
2179,179
2180,182
2181,186
2182,185
2183,164
2184,157
2185,154
2186,170
2187,150
2188,168
2189,151
2190,184
2191,166
2192,183
2193,156
2194,162
2195,160
2196,178
2197,159
2198,171
2199,181
2200,164
2201,171
2202,172
2203,170
2204,152
2205,187
2206,150
2207,174
2208,169
2209,173
2210,186
2211,152
2212,182
2213,181
2214,181
2215,163
2216,185
2217,156
2218,150
2219,155
2220,157
2221,167
2222,176
2223,173
2224,152
2225,160
2226,173
2227,152
2228,175
2229,171
2230,152
2231,188
2232,171
2233,184
2234,171
2235,184
2236,163
2237,156
2238,152
2239,182
2240,176
2241,178
2242,159
2243,171
2244,167
2245,167
2246,180
2247,159
2248,150
2249,181
2250,161
2251,187
2252,155
2253,154
2254,179
2255,162
2256,180
2257,151
2258,150
2259,171
2260,185
2261,152
2262,171
2263,162
2264,165
2265,175
2266,150
2267,172
2268,162
2269,179
2270,150
2271,161
2272,157
2273,166
2274,151
2275,167
2276,166
2277,162
2278,176
2279,152
2280,153
2281,184
2282,180
2283,172
2284,175
2285,183
2286,156
2287,175
2288,154
2289,172
2290,157
2291,151
2292,156
2293,169
2294,180
2295,169
2296,172
2297,175
2298,167
2299,180
2300,159
2301,181
2302,168
2303,153
2304,156
2305,161
2306,166
2307,172
2308,159
2309,177
2310,180
2311,154
2312,168
2313,167
2314,164
2315,162
2316,156
2317,165
2318,170
2319,153
2320,160
2321,156
2322,184
2323,172
2324,187
2325,158
2326,180
2327,180
2328,161
2329,179
2330,159
2331,171
2332,159
2333,171
2334,166
2335,180
2336,188
2337,154
2338,188
2339,152
2340,186
2341,152
2342,173
2343,156
2344,182
2345,188
2346,162
2347,172
2348,160
2349,188
2350,163
2351,181
2352,156
2353,153
2354,173
2355,160
2356,183
2357,157
2358,171
2359,154
2360,160
2361,165
2362,162
2363,173
2364,169
2365,183
2366,155
2367,159
2368,178
2369,188
2370,185
2371,169
2372,173
2373,165
2374,160
2375,179
2376,170
2377,158
2378,174
2379,165
2380,171
2381,170
2382,186
2383,151
2384,174
2385,174
2386,151
2387,169
2388,174
2389,172
2390,184
2391,174
2392,172
2393,166
2394,185
2395,188
2396,184
2397,188
2398,173
2399,163
2400,178
2401,164
2402,165
2403,172
2404,168
2405,167
2406,183
2407,170
2408,182
2409,158
2410,187
2411,165
2412,168
2413,184
2414,184
2415,187
2416,170
2417,155
2418,169
2419,159
2420,175
2421,154
2422,154
2423,187
2424,163
2425,167
2426,164
2427,164
2428,165
2429,180
2430,184
2431,182
2432,184
2433,185
2434,161
2435,173
2436,152
2437,154
2438,184
2439,171
2440,188
2441,177
2442,178
2443,165
2444,161
2445,173
2446,163
2447,164
2448,187
2449,184
2450,185
2451,160
2452,185
2453,178
2454,172
2455,158
2456,185
2457,180
2458,179
2459,160
2460,182
2461,153
2462,180
2463,151
2464,175
2465,185
2466,176
2467,150
2468,158
2469,157
2470,150
2471,164
2472,165
2473,180
2474,167
2475,156
2476,155
2477,188
2478,178
2479,171
2480,188
2481,180
2482,158
2483,174
2484,168
2485,150
2486,168
2487,157
2488,161
2489,184
2490,158
2491,158
2492,177
2493,184
2494,157
2495,180
2496,161
2497,161
2498,178
2499,155
2500,150
2501,155
2502,151
2503,174
2504,155
2505,160
2506,159
2507,168
2508,160
2509,169
2510,171
2511,181
2512,164
2513,166
2514,166
2515,187
2516,152
2517,167
2518,182
2519,167
2520,154
2521,174
2522,182
2523,185
2524,185
2525,157
2526,171
2527,178
2528,183
2529,182
2530,163
2531,151
2532,178
2533,166
2534,186
2535,162
2536,181
2537,166
2538,167
2539,153
2540,168
2541,162
2542,181
2543,180
2544,160
2545,166
2546,183
2547,160
2548,180
2549,150
2550,168
2551,181
2552,179
2553,178
2554,159
2555,182
2556,184
2557,174
2558,157
2559,170
2560,172
2561,155
2562,174
2563,166
2564,184
2565,153
2566,153
2567,187
2568,153
2569,171
2570,188
2571,165
2572,163
2573,175
2574,163
2575,184
2576,173
2577,182
2578,186
2579,160
2580,169
2581,150
2582,164
2583,187
2584,178
2585,162
2586,173
2587,170
2588,188
2589,183
2590,168
2591,157
2592,185
2593,177
2594,175
2595,180
2596,187
2597,181
2598,158
2599,174
2600,164
2601,153
2602,168
2603,187
2604,177
2605,151
2606,167
2607,180
2608,157
2609,184
2610,152
2611,171
2612,165
2613,179
2614,184
2615,166
2616,151
2617,176
2618,169
2619,187
2620,165
2621,171
2622,160
2623,166
2624,174
2625,169
2626,151
2627,175
2628,178
2629,168
2630,171
2631,169
2632,178
2633,186
2634,158
2635,171
2636,161
2637,154
2638,160
2639,186
2640,166
2641,182
2642,178
2643,159
2644,182
2645,183
2646,182
2647,177
2648,168
2649,166
2650,163
2651,188
2652,188
2653,175
2654,150
2655,182
2656,158
2657,178
2658,157
2659,154
2660,160
2661,183
2662,179
2663,170
2664,162
2665,153
2666,159
2667,158
2668,171
2669,181
2670,153
2671,187
2672,185
2673,159
2674,158
2675,160
2676,187
2677,166
2678,160
2679,168
2680,168
2681,171
2682,157
2683,180
2684,171
2685,186
2686,158
2687,180
2688,182
2689,188
2690,186
2691,172
2692,160
2693,170
2694,183
2695,162
2696,178
2697,164
2698,150
2699,153
2700,180
2701,151
2702,160
2703,164
2704,162
2705,185
2706,168
2707,181
2708,181
2709,178
2710,165
2711,174
2712,187
2713,186
2714,177
2715,151
2716,186
2717,154
2718,180
2719,154
2720,164
2721,179
2722,155
2723,156
2724,160
2725,151
2726,188
2727,150
2728,153
2729,151
2730,158
2731,153
2732,177
2733,185
2734,167
2735,163
2736,165
2737,176
2738,183
2739,167
2740,153
2741,181
2742,181
2743,168
2744,185
2745,169
2746,178
2747,170
2748,186
2749,180
2750,157
2751,177
2752,170
2753,178
2754,170
2755,168
2756,167
2757,165
2758,184
2759,164
2760,154
2761,180
2762,165
2763,170
2764,163
2765,169
2766,185
2767,179
2768,169
2769,165
2770,157
2771,184
2772,178
2773,156
2774,164
2775,172
2776,186
2777,174
2778,185
2779,165
2780,156
2781,164
2782,170
2783,183
2784,180
2785,158
2786,161
2787,169
2788,154
2789,185
2790,187
2791,153
2792,177
2793,152
2794,161
2795,162
2796,157
2797,169
2798,150
2799,165
2800,184
2801,151
2802,155
2803,183
2804,178
2805,162
2806,160
2807,185
2808,188
2809,155
2810,184
2811,153
2812,172
2813,156
2814,180
2815,172
2816,184
2817,164
2818,171
2819,169
2820,163
2821,161
2822,156
2823,165
2824,183
2825,179
2826,165
2827,157
2828,164
2829,160
2830,164
2831,167
2832,173
2833,177
2834,162
2835,187
2836,168
2837,182
2838,172
2839,160
2840,163
2841,166
2842,164
2843,150
2844,174
2845,174
2846,181
2847,173
2848,160
2849,156
2850,187
2851,166
2852,183
2853,184
2854,152
2855,162
2856,151
2857,160
2858,169
2859,159
2860,172
2861,171
2862,177
2863,182
2864,170
2865,181
2866,173
2867,188
2868,181
2869,175
2870,161
2871,171
2872,171
2873,151
2874,163
2875,168
2876,174
2877,168
2878,154
2879,185
2880,178
2881,181
2882,157
2883,172
2884,176
2885,186
2886,153
2887,187
2888,158
2889,180
2890,163
2891,156
2892,187
2893,180
2894,171
2895,153
2896,184
2897,152
2898,159
2899,159
2900,175
2901,150
2902,187
2903,174
2904,184
2905,161
2906,165
2907,188
2908,181
2909,168
2910,167
2911,168
2912,163
2913,157
2914,170
2915,154
2916,178
2917,164
2918,180
2919,176
2920,175
2921,153
2922,161
2923,153
2924,181
2925,174
2926,180
2927,176
2928,179
2929,161
2930,154
2931,153
2932,186
2933,164
2934,162
2935,179
2936,172
2937,180
2938,179
2939,150
2940,187
2941,151
2942,166
2943,164
2944,187
2945,154
2946,160
2947,150
2948,161
2949,154
2950,151
2951,159
2952,177
2953,186
2954,175
2955,157
2956,154
2957,173
2958,159
2959,162
2960,179
2961,188
2962,164
2963,157
2964,153
2965,169
2966,163
2967,166
2968,187
2969,177
2970,182
2971,164
2972,160
2973,164
2974,159
2975,181
2976,181
2977,168
2978,171
2979,155
2980,188
2981,151
2982,175
2983,159
2984,164
2985,162
2986,167
2987,165
2988,172
2989,176
2990,180
2991,185
2992,154
2993,170
2994,188
2995,184
2996,173
2997,172
